city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state
Josenópolis,3136579,464,9490.69339,2021-09-22,0.0065,3,4889.0,4867.0,True,326,city,MG
José Raydan,3136553,346,6851.48515,2021-09-22,0.0058,2,5050.0,4995.0,True,317,city,MG
Juatuba,3136652,2896,10572.42991,2021-09-22,0.0273,79,27392.0,26946.0,True,375,city,MG
Juiz de Fora,3136702,44980,7846.01027,2021-09-22,0.0437,1966,573285.0,568873.0,True,420,city,MG
Juramento,3136801,199,4579.97699,2021-09-22,0.0151,3,4345.0,4331.0,True,326,city,MG
Juruaia,3136900,1337,12517.55454,2021-09-22,0.0165,22,10681.0,10563.0,True,320,city,MG
Juvenília,3136959,495,8661.41732,2021-09-22,0.0121,6,5715.0,5724.0,True,317,city,MG
Ladainha,3137007,354,1945.80333,2021-09-22,0.0254,9,18193.0,18111.0,True,362,city,MG
Lagamar,3137106,440,5789.47368,2021-09-22,0.0318,14,7600.0,7613.0,True,347,city,MG
Lagoa da Prata,3137205,7999,15175.20062,2021-09-22,0.0203,162,52711.0,52165.0,True,413,city,MG
Lagoa dos Patos,3137304,130,3184.71338,2021-09-22,0.0154,2,4082.0,4102.0,True,317,city,MG
Lagoa Dourada,3137403,983,7525.07081,2021-09-22,0.0142,14,13063.0,13009.0,True,383,city,MG
Lagoa Formosa,3137502,2170,11981.6686,2021-09-22,0.0295,64,18111.0,18052.0,True,347,city,MG
Lagoa Grande,3137536,846,8805.16236,2021-09-22,0.0355,30,9608.0,9532.0,True,317,city,MG
Lagoa Santa,3137601,5994,9129.26268,2021-09-22,0.0209,125,65657.0,64527.0,True,386,city,MG
Lajinha,3137700,2595,13028.41651,2021-09-22,0.0158,41,19918.0,19923.0,True,367,city,MG
Lambari,3137809,1885,9016.119,2021-09-22,0.0202,38,20907.0,20814.0,True,368,city,MG
Lamim,3137908,156,4616.75052,2021-09-22,0.0192,3,3379.0,3391.0,True,327,city,MG
Laranjal,3138005,762,11151.7635,2021-09-22,0.0354,27,6833.0,6810.0,True,363,city,MG
Lassance,3138104,473,7273.56605,2021-09-22,0.0127,6,6503.0,6512.0,True,351,city,MG
Lavras,3138203,9077,8662.66475,2021-09-22,0.0188,171,104783.0,103773.0,True,404,city,MG
Leandro Ferreira,3138302,316,9795.41228,2021-09-22,0.0253,8,3226.0,3229.0,True,317,city,MG
Leme do Prado,3138351,178,3617.88618,2021-09-22,0.0169,3,4920.0,4918.0,True,317,city,MG
Leopoldina,3138401,5938,11280.39514,2021-09-22,0.0275,163,52640.0,52587.0,True,389,city,MG
Liberdade,3138500,255,5068.57484,2021-09-22,0.0314,8,5031.0,5069.0,True,317,city,MG
Lima Duarte,3138609,890,5321.69337,2021-09-22,0.0539,48,16724.0,16698.0,True,372,city,MG
Limeira do Oeste,3138625,1285,16932.40216,2021-09-22,0.028,36,7589.0,7536.0,True,328,city,MG
Lontra,3138658,717,7381.09944,2021-09-22,0.0139,10,9714.0,9661.0,True,335,city,MG
Luisburgo,3138674,459,7334.6117,2021-09-22,0.0349,16,6258.0,6266.0,True,334,city,MG
Luislândia,3138682,228,3393.86722,2021-09-22,0.0088,2,6718.0,6699.0,True,317,city,MG
Luminárias,3138708,351,6454.57889,2021-09-22,0.0342,12,5438.0,5446.0,True,330,city,MG
Luz,3138807,2101,11507.91477,2021-09-22,0.0176,37,18257.0,18215.0,True,342,city,MG
Machacalis,3138906,717,10082.97005,2021-09-22,0.0167,12,7111.0,7111.0,True,338,city,MG
Machado,3139003,4646,10954.18857,2021-09-22,0.0209,97,42413.0,42133.0,True,399,city,MG
Madre de Deus de Minas,3139102,670,13114.11235,2021-09-22,0.0164,11,5109.0,5098.0,True,343,city,MG
Malacacheta,3139201,1480,7956.13375,2021-09-22,0.0182,27,18602.0,18650.0,True,360,city,MG
Mamonas,3139250,485,7400.06103,2021-09-22,0.0124,6,6554.0,6543.0,True,370,city,MG
Manga,3139300,1513,8301.32777,2021-09-22,0.0112,17,18226.0,18407.0,True,324,city,MG
Manhuaçu,3139409,7550,8281.3237,2021-09-22,0.0293,221,91169.0,90229.0,True,406,city,MG
Manhumirim,3139508,2243,9836.85642,2021-09-22,0.0196,44,22802.0,22707.0,True,377,city,MG
Mantena,3139607,3321,12012.15322,2021-09-22,0.0232,77,27647.0,27644.0,True,367,city,MG
Maravilhas,3139706,683,8488.69003,2021-09-22,0.0102,7,8046.0,7976.0,True,332,city,MG
Mar de Espanha,3139805,1377,10673.59119,2021-09-22,0.0261,36,12901.0,12814.0,True,368,city,MG
Maria da Fé,3139904,1306,9291.40581,2021-09-22,0.0314,41,14056.0,14095.0,True,358,city,MG
Mariana,3140001,10122,16515.46795,2021-09-22,0.0099,100,61288.0,60724.0,True,415,city,MG
Marilac,3140100,299,7298.02294,2021-09-22,0.0334,10,4097.0,4115.0,True,317,city,MG
Mário Campos,3140159,1369,8764.96575,2021-09-22,0.0387,53,15619.0,15416.0,True,396,city,MG
Maripá de Minas,3140209,345,11550.05022,2021-09-22,0.0348,12,2987.0,2973.0,True,384,city,MG
Marliéria,3140308,397,9841.34854,2021-09-22,0.0428,17,4034.0,4039.0,True,393,city,MG
Marmelópolis,3140407,202,7404.69208,2021-09-22,0.0347,7,2728.0,2755.0,True,317,city,MG
Martinho Campos,3140506,1250,9298.51968,2021-09-22,0.0264,33,13443.0,13388.0,True,380,city,MG
Martins Soares,3140530,473,5544.48482,2021-09-22,0.0254,12,8531.0,8417.0,True,334,city,MG
Mata Verde,3140555,585,6767.70014,2021-09-22,0.0137,8,8644.0,8586.0,True,339,city,MG
Materlândia,3140605,225,5072.13706,2021-09-22,0.0044,1,4436.0,4459.0,True,352,city,MG
Mateus Leme,3140704,2705,8624.53769,2021-09-22,0.0322,87,31364.0,31086.0,True,358,city,MG
Mathias Lobato,3171501,328,10317.70997,2021-09-22,0.0366,12,3179.0,3203.0,True,355,city,MG
Matias Barbosa,3140803,1909,13122.07864,2021-09-22,0.0304,58,14548.0,14468.0,True,391,city,MG
Matias Cardoso,3140852,319,2833.0373,2021-09-22,0.0376,12,11260.0,11157.0,True,367,city,MG
Matipó,3140902,1432,7534.85925,2021-09-22,0.0244,35,19005.0,18908.0,True,355,city,MG
Mato Verde,3141009,1162,9361.90783,2021-09-22,0.0129,15,12412.0,12459.0,True,317,city,MG
Matozinhos,3141108,3861,10120.31139,2021-09-22,0.0275,106,38151.0,37820.0,True,399,city,MG
Matutina,3141207,245,6549.05106,2021-09-22,0.0204,5,3741.0,3749.0,True,317,city,MG
Medeiros,3141306,266,6941.54489,2021-09-22,0.0038,1,3832.0,3802.0,True,335,city,MG
Medina,3141405,1213,5843.24871,2021-09-22,0.0214,26,20759.0,20820.0,True,366,city,MG
Mendes Pimentel,3141504,840,13031.33726,2021-09-22,0.0107,9,6446.0,6446.0,True,317,city,MG
Mercês,3141603,465,4322.36475,2021-09-22,0.0452,21,10758.0,10739.0,True,335,city,MG
Mesquita,3141702,427,7699.2427,2021-09-22,0.0141,6,5546.0,5605.0,True,348,city,MG
Minas Novas,3141801,870,2762.16783,2021-09-22,0.0287,25,31497.0,31484.0,True,378,city,MG
Minduri,3141900,190,4880.55484,2021-09-22,0.0421,8,3893.0,3894.0,True,317,city,MG
Mirabela,3142007,1023,7511.01322,2021-09-22,0.0186,19,13620.0,13589.0,True,350,city,MG
Miradouro,3142106,858,7954.01873,2021-09-22,0.0163,14,10787.0,10754.0,True,361,city,MG
Miraí,3142205,1828,12097.14777,2021-09-22,0.0098,18,15111.0,15014.0,True,360,city,MG
Miravânia,3142254,10,203.5002,2021-09-22,0.2,2,4914.0,4888.0,True,317,city,MG
Moeda,3142304,394,7985.40738,2021-09-22,0.033,13,4934.0,4919.0,True,345,city,MG
Moema,3142403,1016,13449.82791,2021-09-22,0.0118,12,7554.0,7517.0,True,376,city,MG
Monjolos,3142502,63,2861.03542,2021-09-22,0.0317,2,2202.0,2220.0,True,317,city,MG
Monsenhor Paulo,3142601,892,10221.15274,2021-09-22,0.009,8,8727.0,8688.0,True,323,city,MG
Montalvânia,3142700,1376,9330.71133,2021-09-22,0.0131,18,14747.0,14877.0,True,347,city,MG
Monte Alegre de Minas,3142809,1811,8527.97137,2021-09-22,0.0226,41,21236.0,21120.0,True,366,city,MG
Monte Azul,3142908,1734,8378.43061,2021-09-22,0.0179,31,20696.0,20854.0,True,388,city,MG
Monte Belo,3143005,1185,9010.0365,2021-09-22,0.0295,35,13152.0,13166.0,True,317,city,MG
Monte Carmelo,3143104,5068,10573.53279,2021-09-22,0.0339,172,47931.0,47809.0,True,394,city,MG
Monte Formoso,3143153,387,7861.06033,2021-09-22,0.0155,6,4923.0,4906.0,True,338,city,MG
Monte Santo de Minas,3143203,1571,7302.56124,2021-09-22,0.0337,53,21513.0,21524.0,True,339,city,MG
Montes Claros,3143302,42831,10358.48769,2021-09-22,0.0226,967,413487.0,409341.0,True,399,city,MG
Monte Sião,3143401,2791,11615.13172,2021-09-22,0.0129,36,24029.0,23803.0,True,361,city,MG
Montezuma,3143450,575,6915.21347,2021-09-22,0.0087,5,8315.0,8249.0,True,318,city,MG
Morada Nova de Minas,3143500,628,7048.26038,2021-09-22,0.0191,12,8910.0,8863.0,True,317,city,MG
Morro da Garça,3143609,118,4842.01888,2021-09-22,0.0763,9,2437.0,2462.0,True,382,city,MG
Morro do Pilar,3143708,175,5550.26958,2021-09-22,0.0229,4,3153.0,3182.0,True,318,city,MG
Munhoz,3143807,608,10143.47681,2021-09-22,0.023,14,5994.0,6029.0,True,388,city,MG
Muriaé,3143906,11725,10718.33406,2021-09-22,0.028,328,109392.0,108763.0,True,407,city,MG
Mutum,3144003,2153,7985.60884,2021-09-22,0.0172,37,26961.0,26979.0,True,376,city,MG
Muzambinho,3144102,1813,8824.53152,2021-09-22,0.0199,36,20545.0,20569.0,True,380,city,MG
Nacip Raydan,3144201,251,7795.03106,2021-09-22,0.0279,7,3220.0,3220.0,True,318,city,MG
Nanuque,3144300,4462,10972.58084,2021-09-22,0.0285,127,40665.0,40750.0,True,401,city,MG
Naque,3144359,593,8410.15459,2021-09-22,0.0371,22,7051.0,6996.0,True,357,city,MG
Natalândia,3144375,287,8675.93712,2021-09-22,0.0209,6,3308.0,3311.0,True,317,city,MG
Natércia,3144409,442,9348.56176,2021-09-22,0.0181,8,4728.0,4730.0,True,324,city,MG
Nazareno,3144508,542,6258.66051,2021-09-22,0.0166,9,8660.0,8608.0,True,387,city,MG
Nepomuceno,3144607,2632,9811.37702,2021-09-22,0.0167,44,26826.0,26769.0,True,354,city,MG
Ninheira,3144656,468,4532.24869,2021-09-22,0.015,7,10326.0,10295.0,True,352,city,MG
Nova Belém,3144672,397,12691.81586,2021-09-22,0.0353,14,3128.0,3190.0,True,351,city,MG
Nova Era,3144706,2142,12204.4328,2021-09-22,0.0243,52,17551.0,17578.0,True,343,city,MG
Nova Lima,3144805,18203,18930.49908,2021-09-22,0.0125,227,96157.0,94889.0,True,418,city,MG
Nova Módica,3144904,458,12818.35992,2021-09-22,0.0371,17,3573.0,3600.0,True,325,city,MG
Nova Ponte,3145000,1971,12474.68354,2021-09-22,0.0157,31,15800.0,15545.0,True,363,city,MG
Nova Porteirinha,3145059,593,7909.8306,2021-09-22,0.0135,8,7497.0,7500.0,True,366,city,MG
Nova Resende,3145109,1672,9933.46008,2021-09-22,0.0179,30,16832.0,16723.0,True,340,city,MG
Nova Serrana,3145208,6568,6224.41243,2021-09-22,0.034,223,105520.0,102693.0,True,393,city,MG
Nova União,3136603,331,5774.59874,2021-09-22,0.0242,8,5732.0,5725.0,True,339,city,MG
Novo Cruzeiro,3145307,1688,5386.9475,2021-09-22,0.0201,34,31335.0,31331.0,True,389,city,MG
Novo Oriente de Minas,3145356,590,5474.11394,2021-09-22,0.0288,17,10778.0,10755.0,True,338,city,MG
Novorizonte,3145372,236,4432.75733,2021-09-22,0.0169,4,5324.0,5299.0,True,327,city,MG
Olaria,3145406,60,3488.37209,2021-09-22,0.0333,2,1720.0,1747.0,True,345,city,MG
Olhos-d'Água,3145455,208,3370.60444,2021-09-22,0.024,5,6171.0,6096.0,True,356,city,MG
Olímpio Noronha,3145505,187,6657.17337,2021-09-22,0.016,3,2809.0,2787.0,True,318,city,MG
Oliveira,3145604,5565,13300.66922,2021-09-22,0.014,78,41840.0,41687.0,True,361,city,MG
Oliveira Fortes,3145703,109,5117.37089,2021-09-22,0.0183,2,2130.0,2133.0,True,317,city,MG
Onça de Pitangui,3145802,167,5298.22335,2021-09-22,0.0359,6,3152.0,3148.0,True,317,city,MG
Oratórios,3145851,339,7269.99786,2021-09-22,0.0383,13,4663.0,4655.0,True,331,city,MG
Orizânia,3145877,632,7822.75034,2021-09-22,0.0206,13,8079.0,8018.0,True,360,city,MG
Ouro Branco,3145901,4950,12416.28414,2021-09-22,0.0113,56,39867.0,39500.0,True,373,city,MG
Ouro Fino,3146008,2963,8768.60703,2021-09-22,0.025,74,33791.0,33639.0,True,399,city,MG
Ouro Preto,3146107,6325,8483.32842,2021-09-22,0.0202,128,74558.0,74281.0,True,357,city,MG
Ouro Verde de Minas,3146206,356,6019.61447,2021-09-22,0.0281,10,5914.0,5934.0,True,317,city,MG
Padre Carvalho,3146255,281,4374.90269,2021-09-22,0.0285,8,6423.0,6378.0,True,326,city,MG
Padre Paraíso,3146305,1117,5515.50464,2021-09-22,0.0233,26,20252.0,20154.0,True,365,city,MG
Paineiras,3146404,292,6544.15061,2021-09-22,0.0205,6,4462.0,4486.0,True,318,city,MG
Pains,3146503,1001,12066.05593,2021-09-22,0.009,9,8296.0,8283.0,True,318,city,MG
Pai Pedro,3146552,171,2806.03873,2021-09-22,0.0117,2,6094.0,6089.0,True,325,city,MG
Paiva,3146602,96,6303.34865,2021-09-22,0.0312,3,1523.0,1529.0,True,317,city,MG
Palma,3146701,494,7472.39449,2021-09-22,0.0283,14,6611.0,6616.0,True,326,city,MG
Palmópolis,3146750,403,7534.11853,2021-09-22,0.0273,11,5349.0,5507.0,True,317,city,MG
Papagaios,3146909,1978,12518.98734,2021-09-22,0.0111,22,15800.0,15674.0,True,346,city,MG
Paracatu,3147006,12738,13570.98719,2021-09-22,0.02,255,93862.0,93158.0,True,400,city,MG
Pará de Minas,3147105,6514,6870.72821,2021-09-22,0.0402,262,94808.0,93969.0,True,396,city,MG
Paraguaçu,3147204,2207,10215.22796,2021-09-22,0.0217,48,21605.0,21513.0,True,362,city,MG
Paraisópolis,3147303,2019,9514.1605,2021-09-22,0.0287,58,21221.0,21083.0,True,400,city,MG
Paraopeba,3147402,2419,9793.52227,2021-09-22,0.0124,30,24700.0,24540.0,True,360,city,MG
Passabém,3147501,123,7532.14942,2021-09-22,0.0488,6,1633.0,1649.0,True,317,city,MG
Passa Quatro,3147600,1859,11340.20619,2021-09-22,0.021,39,16393.0,16344.0,True,361,city,MG
Passa Tempo,3147709,1026,12734.26834,2021-09-22,0.0068,7,8057.0,8084.0,True,333,city,MG
Passa Vinte,3147808,118,5809.94584,2021-09-22,0.0508,6,2031.0,2039.0,True,349,city,MG
Passos,3147907,10987,9525.99773,2021-09-22,0.0284,312,115337.0,114679.0,True,391,city,MG
Patis,3147956,297,4948.35055,2021-09-22,0.0,0,6002.0,5972.0,True,317,city,MG
Patos de Minas,3148004,17426,11346.16011,2021-09-22,0.0318,555,153585.0,152488.0,True,401,city,MG
Patrocínio,3148103,9510,10399.23892,2021-09-22,0.0256,243,91449.0,90757.0,True,420,city,MG
Patrocínio do Muriaé,3148202,445,7786.52668,2021-09-22,0.0247,11,5715.0,5684.0,True,352,city,MG
Paula Cândido,3148301,506,5279.63272,2021-09-22,0.0119,6,9584.0,9571.0,True,317,city,MG
Paulistas,3148400,242,5029.09393,2021-09-22,0.0207,5,4812.0,4830.0,True,317,city,MG
Pavão,3148509,559,6639.74344,2021-09-22,0.0197,11,8419.0,8450.0,True,317,city,MG
Peçanha,3148608,864,4926.72635,2021-09-22,0.0255,22,17537.0,17541.0,True,317,city,MG
Pedra Azul,3148707,1616,6642.27876,2021-09-22,0.0266,43,24329.0,24324.0,True,362,city,MG
Pedra Bonita,3148756,420,5892.25589,2021-09-22,0.019,8,7128.0,7097.0,True,317,city,MG
Pedra do Anta,3148806,168,5590.6822,2021-09-22,0.0179,3,3005.0,3052.0,True,317,city,MG
Pedra do Indaiá,3148905,329,8278.81228,2021-09-22,0.0213,7,3974.0,3972.0,True,360,city,MG
Pedra Dourada,3149002,209,8254.34439,2021-09-22,0.0096,2,2532.0,2504.0,True,370,city,MG
Pedralva,3149101,524,4701.23811,2021-09-22,0.0267,14,11146.0,11195.0,True,317,city,MG
Pedras de Maria da Cruz,3149150,194,1588.60138,2021-09-22,0.0567,11,12212.0,12107.0,True,317,city,MG
Pedrinópolis,3149200,515,14136.70052,2021-09-22,0.0155,8,3643.0,3635.0,True,339,city,MG
Pedro Leopoldo,3149309,5763,8905.61256,2021-09-22,0.0347,200,64712.0,64258.0,True,378,city,MG
Pedro Teixeira,3149408,25,1384.27464,2021-09-22,0.0,0,1806.0,1807.0,True,317,city,MG
Pequeri,3149507,225,6756.75676,2021-09-22,0.0267,6,3330.0,3320.0,True,317,city,MG
Pequi,3149606,354,7987.36462,2021-09-22,0.0254,9,4432.0,4406.0,True,317,city,MG
Perdigão,3149705,1186,10089.32369,2021-09-22,0.0118,14,11755.0,11506.0,True,321,city,MG
Perdizes,3149804,1807,11071.62551,2021-09-22,0.0144,26,16321.0,16168.0,True,368,city,MG
Perdões,3149903,2240,10425.87852,2021-09-22,0.0165,37,21485.0,21390.0,True,393,city,MG
Periquito,3149952,624,9213.05182,2021-09-22,0.0385,24,6773.0,6810.0,True,337,city,MG
Pescador,3150000,502,11795.11278,2021-09-22,0.012,6,4256.0,4252.0,True,344,city,MG
Piau,3150109,152,5561.65386,2021-09-22,0.0789,12,2733.0,2748.0,True,317,city,MG
Piedade de Caratinga,3150158,745,8561.25029,2021-09-22,0.0322,24,8702.0,8566.0,True,330,city,MG
Piedade de Ponte Nova,3150208,220,5314.00966,2021-09-22,0.0409,9,4140.0,4140.0,True,317,city,MG
Piedade do Rio Grande,3150307,392,8777.42947,2021-09-22,0.0255,10,4466.0,4497.0,True,333,city,MG
Piedade dos Gerais,3150406,83,1657.01737,2021-09-22,0.0602,5,5009.0,4982.0,True,383,city,MG
Pimenta,3150505,885,10186.46409,2021-09-22,0.0226,20,8688.0,8660.0,True,334,city,MG
Pingo-d'Água,3150539,431,8644.20377,2021-09-22,0.0255,11,4986.0,4941.0,True,322,city,MG
Pintópolis,3150570,161,2139.81925,2021-09-22,0.0248,4,7524.0,7507.0,True,344,city,MG
Piracema,3150604,117,1828.69647,2021-09-22,0.1282,15,6398.0,6409.0,True,362,city,MG
Pirajuba,3150703,735,11578.44991,2021-09-22,0.0367,27,6348.0,6199.0,True,345,city,MG
Piranga,3150802,611,3464.89736,2021-09-22,0.0573,35,17634.0,17626.0,True,362,city,MG
Piranguçu,3150901,504,9183.67347,2021-09-22,0.0298,15,5488.0,5472.0,True,367,city,MG
Piranguinho,3151008,1005,11631.94444,2021-09-22,0.0478,48,8640.0,8596.0,True,361,city,MG
Pirapetinga,3151107,2477,22994.80134,2021-09-22,0.0129,32,10772.0,10752.0,True,393,city,MG
Pirapora,3151206,6444,11377.11864,2021-09-22,0.0143,92,56640.0,56428.0,True,395,city,MG
Piraúba,3151305,1616,15019.98327,2021-09-22,0.0155,25,10759.0,10787.0,True,361,city,MG
Pitangui,3151404,2383,8445.86213,2021-09-22,0.0411,98,28215.0,27989.0,True,360,city,MG
Piumhi,3151503,5425,15536.39956,2021-09-22,0.0194,105,34918.0,34691.0,True,398,city,MG
Planura,3151602,1912,15554.83241,2021-09-22,0.0251,48,12292.0,12133.0,True,374,city,MG
Poço Fundo,3151701,1683,9990.5022,2021-09-22,0.0065,11,16846.0,16791.0,True,379,city,MG
Poços de Caldas,3151800,14356,8512.75787,2021-09-22,0.0346,497,168641.0,167397.0,True,415,city,MG
Pocrane,3151909,793,9486.78072,2021-09-22,0.0101,8,8359.0,8432.0,True,344,city,MG
Pompéu,3152006,3543,11059.77837,2021-09-22,0.0147,52,32035.0,31812.0,True,347,city,MG
Ponte Nova,3152105,6671,11141.54489,2021-09-22,0.0307,205,59875.0,59742.0,True,369,city,MG
Ponto Chique,3152131,337,7868.3166,2021-09-22,0.0386,13,4283.0,4261.0,True,317,city,MG
Ponto dos Volantes,3152170,520,4269.64447,2021-09-22,0.0404,21,12179.0,12121.0,True,337,city,MG
Porteirinha,3152204,2916,7701.24657,2021-09-22,0.0213,62,37864.0,37906.0,True,374,city,MG
Porto Firme,3152303,798,7032.07614,2021-09-22,0.0188,15,11348.0,11279.0,True,385,city,MG
Poté,3152402,1083,6517.81416,2021-09-22,0.0175,19,16616.0,16555.0,True,370,city,MG
Pouso Alegre,3152501,24381,15982.40565,2021-09-22,0.0187,456,152549.0,150737.0,True,404,city,MG
Pouso Alto,3152600,918,15559.32203,2021-09-22,0.0283,26,5900.0,5940.0,True,334,city,MG
Prados,3152709,795,8755.50661,2021-09-22,0.0239,19,9080.0,9031.0,True,326,city,MG
Prata,3152808,3314,11828.53268,2021-09-22,0.0329,109,28017.0,27856.0,True,351,city,MG
Pratápolis,3152907,653,7623.16134,2021-09-22,0.0383,25,8566.0,8603.0,True,359,city,MG
Pratinha,3153004,293,8069.40237,2021-09-22,0.0102,3,3631.0,3603.0,True,353,city,MG
Presidente Bernardes,3153103,282,5279.91013,2021-09-22,0.0284,8,5341.0,5369.0,True,317,city,MG
Presidente Juscelino,3153202,153,4242.92845,2021-09-22,0.0327,5,3606.0,3641.0,True,380,city,MG
Presidente Kubitschek,3153301,212,7064.3119,2021-09-22,0.0283,6,3001.0,3002.0,True,324,city,MG
Presidente Olegário,3153400,1096,5584.14429,2021-09-22,0.0301,33,19627.0,19573.0,True,333,city,MG
Prudente de Morais,3153608,615,5676.57375,2021-09-22,0.0358,22,10834.0,10733.0,True,317,city,MG
Quartel Geral,3153707,170,4743.30357,2021-09-22,0.0118,2,3584.0,3563.0,True,317,city,MG
Queluzito,3153806,115,5918.68245,2021-09-22,0.0435,5,1943.0,1939.0,True,317,city,MG
Raposos,3153905,2021,12301.41822,2021-09-22,0.0213,43,16429.0,16354.0,True,373,city,MG
Raul Soares,3154002,2549,10750.28468,2021-09-22,0.0231,59,23711.0,23762.0,True,355,city,MG
Recreio,3154101,776,7376.42586,2021-09-22,0.0232,18,10520.0,10517.0,True,366,city,MG
Reduto,3154150,433,6013.05374,2021-09-22,0.0254,11,7201.0,7154.0,True,318,city,MG
Resende Costa,3154200,670,5805.89255,2021-09-22,0.0328,22,11540.0,11500.0,True,334,city,MG
Resplendor,3154309,2129,12238.44562,2021-09-22,0.0221,47,17396.0,17397.0,True,353,city,MG
Ressaquinha,3154408,323,6705.41831,2021-09-22,0.0341,11,4817.0,4808.0,True,317,city,MG
Riachinho,3154457,569,6995.32825,2021-09-22,0.0193,11,8134.0,8136.0,True,363,city,MG
Riacho dos Machados,3154507,579,6110.17307,2021-09-22,0.0138,8,9476.0,9481.0,True,366,city,MG
Ribeirão das Neves,3154606,19562,5784.2027,2021-09-22,0.0413,808,338197.0,334858.0,True,403,city,MG
Ribeirão Vermelho,3154705,400,9883.86459,2021-09-22,0.025,10,4047.0,4033.0,True,353,city,MG
Rio Acima,3154804,1017,9760.07678,2021-09-22,0.0324,33,10420.0,10312.0,True,353,city,MG
Rio Casca,3154903,1094,8119.94359,2021-09-22,0.0384,42,13473.0,13564.0,True,339,city,MG
Rio Doce,3155009,286,10916.03053,2021-09-22,0.035,10,2620.0,2610.0,True,317,city,MG
Rio do Prado,3155108,389,7578.41418,2021-09-22,0.018,7,5133.0,5150.0,True,317,city,MG
Rio Espera,3155207,343,6349.50019,2021-09-22,0.0292,10,5402.0,5474.0,True,348,city,MG
Rio Manso,3155306,515,8759.9932,2021-09-22,0.0214,11,5879.0,5832.0,True,353,city,MG
Rio Novo,3155405,506,5649.21291,2021-09-22,0.0534,27,8957.0,8949.0,True,367,city,MG
Rio Paranaíba,3155504,1877,15216.86259,2021-09-22,0.0155,29,12335.0,12313.0,True,352,city,MG
Rio Pardo de Minas,3155603,1319,4248.67128,2021-09-22,0.0061,8,31045.0,30914.0,True,334,city,MG
Rio Piracicaba,3155702,2271,15845.66006,2021-09-22,0.0123,28,14332.0,14339.0,True,355,city,MG
Rio Pomba,3155801,1095,6097.22145,2021-09-22,0.0329,36,17959.0,17910.0,True,363,city,MG
Rio Preto,3155900,490,8933.45488,2021-09-22,0.0102,5,5485.0,5476.0,True,317,city,MG
Rio Vermelho,3156007,464,3642.35811,2021-09-22,0.0086,4,12739.0,12846.0,True,341,city,MG
Ritápolis,3156106,283,6203.41955,2021-09-22,0.0459,13,4562.0,4604.0,True,317,city,MG
Rochedo de Minas,3156205,235,10129.31034,2021-09-22,0.017,4,2320.0,2305.0,True,317,city,MG
Rodeiro,3156304,956,11624.51362,2021-09-22,0.0178,17,8224.0,8109.0,True,362,city,MG
Romaria,3156403,393,11164.77273,2021-09-22,0.0204,8,3520.0,3533.0,True,318,city,MG
Rosário da Limeira,3156452,270,5841.627,2021-09-22,0.0222,6,4622.0,4594.0,True,339,city,MG
Rubelita,3156502,192,3311.48672,2021-09-22,0.0104,2,5798.0,5995.0,True,328,city,MG
Rubim,3156601,1221,11905.22621,2021-09-22,0.0213,26,10256.0,10241.0,True,324,city,MG
Sabará,3156700,5787,4220.23701,2021-09-22,0.0389,225,137125.0,136344.0,True,409,city,MG
Sabinópolis,3156809,699,4534.25013,2021-09-22,0.0286,20,15416.0,15470.0,True,323,city,MG
Sacramento,3156908,3492,13240.31243,2021-09-22,0.0215,75,26374.0,26185.0,True,364,city,MG
