city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state
Santana da Ponte Pensa,3547205,57,3885.48057,2021-12-06,0.0526,3,1467.0,1487.0,True,475,city,SP
Santana de Parnaíba,3547304,15965,11219.17625,2021-12-06,0.0246,393,142301.0,139447.0,True,548,city,SP
Santa Rita d'Oeste,3547403,299,12022.51709,2021-12-06,0.0368,11,2487.0,2498.0,True,431,city,SP
Santa Rita do Passa Quatro,3547502,1766,6398.55072,2021-12-06,0.0232,41,27600.0,27557.0,True,509,city,SP
Santa Rosa de Viterbo,3547601,2443,9131.68617,2021-12-06,0.0188,46,26753.0,26540.0,True,478,city,SP
Santa Salete,3547650,224,14432.98969,2021-12-06,0.0312,7,1552.0,1545.0,True,481,city,SP
Santo Anastácio,3547700,1978,9479.53609,2021-12-06,0.0324,64,20866.0,20878.0,True,496,city,SP
Santo André,3547809,67541,9362.90493,2021-12-06,0.0472,3191,721368.0,718773.0,True,541,city,SP
Santo Antônio da Alegria,3547908,527,7553.38971,2021-12-06,0.0398,21,6977.0,6929.0,True,515,city,SP
Santo Antônio de Posse,3548005,3132,13311.23295,2021-12-06,0.0176,55,23529.0,23310.0,True,504,city,SP
Santo Antônio do Aracanguá,3548054,637,7510.90673,2021-12-06,0.0534,34,8481.0,8420.0,True,507,city,SP
Santo Antônio do Jardim,3548104,570,9595.9596,2021-12-06,0.0368,21,5940.0,5954.0,True,494,city,SP
Santo Antônio do Pinhal,3548203,742,10868.60993,2021-12-06,0.0108,8,6827.0,6811.0,True,507,city,SP
Santo Expedito,3548302,199,6347.6874,2021-12-06,0.0302,6,3135.0,3111.0,True,490,city,SP
Santópolis do Aguapeí,3548401,567,11770.81171,2021-12-06,0.0317,18,4817.0,4777.0,True,482,city,SP
Santos,3548500,62487,14409.3475,2021-12-06,0.0364,2275,433656.0,433311.0,True,533,city,SP
São Bento do Sapucaí,3548609,806,7399.24722,2021-12-06,0.0161,13,10893.0,10878.0,True,487,city,SP
São Bernardo do Campo,3548708,73177,8665.30173,2021-12-06,0.0459,3360,844483.0,838936.0,True,541,city,SP
São Caetano do Sul,3548807,20432,12615.69429,2021-12-06,0.0472,964,161957.0,161127.0,True,541,city,SP
São Carlos,3548906,27394,10764.52744,2021-12-06,0.0196,536,254484.0,251983.0,True,526,city,SP
São Francisco,3549003,319,11324.10366,2021-12-06,0.0408,13,2817.0,2821.0,True,467,city,SP
São João da Boa Vista,3549102,9538,10393.26149,2021-12-06,0.0327,312,91771.0,91211.0,True,523,city,SP
São João das Duas Pontes,3549201,221,8629.44162,2021-12-06,0.0452,10,2561.0,2568.0,True,489,city,SP
São João de Iracema,3549250,178,9213.25052,2021-12-06,0.0393,7,1932.0,1922.0,True,465,city,SP
São João do Pau d'Alho,3549300,192,9142.85714,2021-12-06,0.0052,1,2100.0,2105.0,True,488,city,SP
São Joaquim da Barra,3549409,6548,12515.52973,2021-12-06,0.0258,169,52319.0,51888.0,True,516,city,SP
São José da Bela Vista,3549508,320,3571.42857,2021-12-06,0.0563,18,8960.0,8928.0,True,475,city,SP
São José do Barreiro,3549607,303,7311.77606,2021-12-06,0.0132,4,4144.0,4147.0,True,409,city,SP
São José do Rio Pardo,3549706,4195,7610.11538,2021-12-06,0.0369,155,55124.0,54946.0,True,532,city,SP
São José do Rio Preto,3549805,96187,20686.13261,2021-12-06,0.0294,2824,464983.0,460671.0,True,539,city,SP
São José dos Campos,3549904,93456,12806.80574,2021-12-06,0.0211,1968,729737.0,721944.0,True,538,city,SP
São Lourenço da Serra,3549953,685,4287.14482,2021-12-06,0.0555,38,15978.0,15825.0,True,511,city,SP
São Luiz do Paraitinga,3550001,948,8868.10103,2021-12-06,0.0285,27,10690.0,10687.0,True,495,city,SP
São Manuel,3550100,5673,13795.19977,2021-12-06,0.027,153,41123.0,40954.0,True,528,city,SP
São Miguel Arcanjo,3550209,2129,6451.12417,2021-12-06,0.0357,76,33002.0,32931.0,True,522,city,SP
São Paulo,3550308,976214,7920.45131,2021-12-06,0.0403,39352,12325232.0,12252023.0,True,558,city,SP
São Pedro,3550407,5816,16164.53585,2021-12-06,0.0181,105,35980.0,35653.0,True,531,city,SP
São Pedro do Turvo,3550506,992,12889.81289,2021-12-06,0.0131,13,7696.0,7666.0,True,500,city,SP
São Roque,3550605,7032,7638.49663,2021-12-06,0.0152,107,92060.0,91016.0,True,525,city,SP
São Sebastião,3550704,8112,8980.60402,2021-12-06,0.0212,172,90328.0,88980.0,True,536,city,SP
São Sebastião da Grama,3550803,1181,9712.96982,2021-12-06,0.0279,33,12159.0,12182.0,True,509,city,SP
São Simão,3550902,1226,7968.80078,2021-12-06,0.0237,29,15385.0,15322.0,True,480,city,SP
São Vicente,3551009,19187,5208.83387,2021-12-06,0.0696,1335,368355.0,365798.0,True,532,city,SP
Sarapuí,3551108,515,4956.68912,2021-12-06,0.0136,7,10390.0,10285.0,True,503,city,SP
Sarutaiá,3551207,127,3498.62259,2021-12-06,0.1496,19,3630.0,3638.0,True,496,city,SP
Sebastianópolis do Sul,3551306,234,6584.13056,2021-12-06,0.0299,7,3554.0,3513.0,True,463,city,SP
Serra Azul,3551405,1382,9225.01836,2021-12-06,0.0116,16,14981.0,14662.0,True,494,city,SP
Serrana,3551504,5283,11574.35808,2021-12-06,0.0212,112,45644.0,45107.0,True,514,city,SP
Serra Negra,3551603,3070,10423.74032,2021-12-06,0.0241,74,29452.0,29229.0,True,508,city,SP
Sertãozinho,3551702,20126,15829.54492,2021-12-06,0.0248,500,127142.0,125815.0,True,524,city,SP
Sete Barras,3551801,1981,15500.78247,2021-12-06,0.0222,44,12780.0,12832.0,True,497,city,SP
Severínia,3551900,2281,12915.46345,2021-12-06,0.032,73,17661.0,17496.0,True,489,city,SP
Silveiras,3552007,554,8739.54882,2021-12-06,0.0108,6,6339.0,6302.0,True,491,city,SP
Socorro,3552106,4461,10787.86999,2021-12-06,0.017,76,41352.0,41005.0,True,507,city,SP
Sorocaba,3552205,77573,11285.69288,2021-12-06,0.0368,2856,687357.0,679378.0,True,534,city,SP
Sud Mennucci,3552304,949,12280.0207,2021-12-06,0.0169,16,7728.0,7718.0,True,497,city,SP
Sumaré,3552403,28589,9988.7845,2021-12-06,0.0302,862,286211.0,282441.0,True,525,city,SP
Suzanápolis,3552551,375,9342.30194,2021-12-06,0.032,12,4014.0,3963.0,True,447,city,SP
Suzano,3552502,24015,7990.11176,2021-12-06,0.0402,965,300559.0,297637.0,True,538,city,SP
Tabapuã,3552601,1923,15402.48298,2021-12-06,0.0312,60,12485.0,12407.0,True,490,city,SP
Tabatinga,3552700,2062,12388.84883,2021-12-06,0.0291,60,16644.0,16496.0,True,496,city,SP
Taboão da Serra,3552809,18739,6381.36297,2021-12-06,0.0506,948,293652.0,289664.0,True,536,city,SP
Taciba,3552908,839,13256.43862,2021-12-06,0.031,26,6329.0,6285.0,True,451,city,SP
Taguaí,3553005,2623,18548.90036,2021-12-06,0.0145,38,14141.0,13859.0,True,494,city,SP
Taiaçu,3553104,402,6360.75949,2021-12-06,0.0299,12,6320.0,6295.0,True,516,city,SP
Taiúva,3553203,913,16409.05823,2021-12-06,0.0153,14,5564.0,5566.0,True,482,city,SP
Tambaú,3553302,2510,10804.06336,2021-12-06,0.0199,50,23232.0,23207.0,True,489,city,SP
Tanabi,3553401,4876,18681.27658,2021-12-06,0.0238,116,26101.0,25967.0,True,524,city,SP
Tapiraí,3553500,859,11061.03528,2021-12-06,0.0116,10,7766.0,7807.0,True,495,city,SP
Tapiratiba,3553609,1769,13660.23166,2021-12-06,0.0198,35,12950.0,12960.0,True,496,city,SP
Taquaral,3553658,371,13188.76644,2021-12-06,0.0296,11,2813.0,2811.0,True,468,city,SP
Taquaritinga,3553708,6722,11718.15076,2021-12-06,0.0311,209,57364.0,57177.0,True,513,city,SP
Taquarituba,3553807,3840,16511.86791,2021-12-06,0.0286,110,23256.0,23218.0,True,514,city,SP
Taquarivaí,3553856,541,9152.42768,2021-12-06,0.037,20,5911.0,5852.0,True,494,city,SP
Tarabai,3553906,884,11724.13793,2021-12-06,0.0339,30,7540.0,7468.0,True,514,city,SP
Tarumã,3553955,1783,11743.39722,2021-12-06,0.0297,53,15183.0,15000.0,True,501,city,SP
Tatuí,3554003,12478,10147.43793,2021-12-06,0.0371,463,122967.0,121766.0,True,535,city,SP
Taubaté,3554102,29107,9155.5919,2021-12-06,0.0348,1013,317915.0,314924.0,True,538,city,SP
Tejupá,3554201,143,3184.14607,2021-12-06,0.0629,9,4491.0,4532.0,True,484,city,SP
Teodoro Sampaio,3554300,3001,12894.77076,2021-12-06,0.017,51,23273.0,23148.0,True,494,city,SP
Terra Roxa,3554409,1178,12482.78054,2021-12-06,0.028,33,9437.0,9370.0,True,527,city,SP
Tietê,3554508,4373,10285.29765,2021-12-06,0.0272,119,42517.0,42076.0,True,501,city,SP
Timburi,3554607,175,6598.79336,2021-12-06,0.0514,9,2652.0,2658.0,True,502,city,SP
Torre de Pedra,3554656,187,7720.89182,2021-12-06,0.0588,11,2422.0,2412.0,True,496,city,SP
Torrinha,3554706,1706,16964.99602,2021-12-06,0.0129,22,10056.0,10010.0,True,496,city,SP
Trabiju,3554755,223,12830.84005,2021-12-06,0.0135,3,1738.0,1724.0,True,485,city,SP
Tremembé,3554805,2739,5740.45354,2021-12-06,0.0208,57,47714.0,47185.0,True,489,city,SP
Três Fronteiras,3554904,887,15209.19067,2021-12-06,0.0395,35,5832.0,5807.0,True,482,city,SP
Tuiuti,3554953,489,7008.74301,2021-12-06,0.0061,3,6977.0,6894.0,True,507,city,SP
Tupã,3555000,7204,10986.73174,2021-12-06,0.0382,275,65570.0,65524.0,True,522,city,SP
Tupi Paulista,3555109,1709,10967.07951,2021-12-06,0.0287,49,15583.0,15495.0,True,504,city,SP
Turiúba,3555208,185,9158.41584,2021-12-06,0.0216,4,2020.0,2016.0,True,454,city,SP
Turmalina,3555307,213,12558.96226,2021-12-06,0.0235,5,1696.0,1727.0,True,468,city,SP
Ubarana,3555356,1083,16921.875,2021-12-06,0.0166,18,6400.0,6309.0,True,460,city,SP
Ubatuba,3555406,8110,8832.11361,2021-12-06,0.0168,136,91824.0,90799.0,True,519,city,SP
Ubirajara,3555505,568,11823.48043,2021-12-06,0.0194,11,4804.0,4780.0,True,494,city,SP
Uchoa,3555604,1467,14451.77815,2021-12-06,0.0204,30,10151.0,10110.0,True,497,city,SP
União Paulista,3555703,230,12332.43968,2021-12-06,0.0261,6,1865.0,1844.0,True,495,city,SP
Urânia,3555802,1418,15548.24561,2021-12-06,0.0289,41,9120.0,9114.0,True,478,city,SP
Uru,3555901,172,14917.60624,2021-12-06,0.0291,5,1153.0,1165.0,True,496,city,SP
Urupês,3556008,887,6386.80876,2021-12-06,0.053,47,13888.0,13809.0,True,488,city,SP
Valentim Gentil,3556107,2543,18792.49187,2021-12-06,0.0271,69,13532.0,13326.0,True,486,city,SP
Valinhos,3556206,15355,11702.61413,2021-12-06,0.028,430,131210.0,129193.0,True,536,city,SP
Valparaíso,3556305,3128,11662.06845,2021-12-06,0.0262,82,26822.0,26480.0,True,493,city,SP
Vargem,3556354,416,3890.75945,2021-12-06,0.024,10,10692.0,10537.0,True,503,city,SP
Vargem Grande do Sul,3556404,3276,7599.16493,2021-12-06,0.0324,106,43110.0,42845.0,True,501,city,SP
Vargem Grande Paulista,3556453,3340,6246.72701,2021-12-06,0.0335,112,53468.0,52597.0,True,537,city,SP
Várzea Paulista,3556503,9443,7672.80675,2021-12-06,0.0282,266,123071.0,121838.0,True,518,city,SP
Vera Cruz,3556602,666,6153.56186,2021-12-06,0.0571,38,10823.0,10843.0,True,455,city,SP
Vinhedo,3556701,10723,13385.17807,2021-12-06,0.0201,215,80111.0,78728.0,True,532,city,SP
Viradouro,3556800,2137,11237.31398,2021-12-06,0.0435,93,19017.0,18898.0,True,494,city,SP
Vista Alegre do Alto,3556909,1161,12915.78596,2021-12-06,0.0172,20,8989.0,8810.0,True,511,city,SP
Vitória Brasil,3556958,250,13542.79523,2021-12-06,0.036,9,1846.0,1840.0,True,450,city,SP
Votorantim,3557006,11730,9490.36805,2021-12-06,0.0451,529,123599.0,122480.0,True,532,city,SP
Votuporanga,3557105,16382,17183.07495,2021-12-06,0.0282,462,95338.0,94547.0,True,532,city,SP
Zacarias,3557154,269,9774.7093,2021-12-06,0.0372,10,2752.0,2718.0,True,481,city,SP
Abaíra,2900108,300,3444.31688,2021-12-01,0.04,12,8710.0,8739.0,True,512,city,BA
Abaré,2900207,1162,5710.91561,2021-12-01,0.0095,11,20347.0,20086.0,True,480,city,BA
Acajutiba,2900306,575,3786.13288,2021-12-01,0.0365,21,15187.0,15159.0,True,503,city,BA
Adustina,2900355,1098,6411.30445,2021-12-01,0.0246,27,17126.0,17040.0,True,521,city,BA
Água Fria,2900405,206,1209.41701,2021-12-01,0.0631,13,17033.0,16970.0,True,504,city,BA
Aiquara,2900603,505,11435.68841,2021-12-01,0.0238,12,4416.0,4446.0,True,509,city,BA
Alagoinhas,2900702,14610,9591.20839,2021-12-01,0.0222,325,152327.0,151596.0,True,530,city,BA
Alcobaça,2900801,1791,7963.53935,2021-12-01,0.0168,30,22490.0,22470.0,True,465,city,BA
Almadina,2900900,647,12057.39843,2021-12-01,0.017,11,5366.0,5464.0,True,502,city,BA
Amargosa,2901007,3240,8653.61502,2021-12-01,0.0176,57,37441.0,37241.0,True,485,city,BA
Amélia Rodrigues,2901106,2445,9761.25838,2021-12-01,0.0209,51,25048.0,25102.0,True,509,city,BA
América Dourada,2901155,964,5991.29894,2021-12-01,0.0135,13,16090.0,16094.0,True,476,city,BA
Anagé,2901205,1152,5331.6055,2021-12-01,0.026,30,21607.0,22005.0,True,481,city,BA
Andaraí,2901304,952,7249.46695,2021-12-01,0.0105,10,13132.0,13143.0,True,462,city,BA
Andorinha,2901353,977,6736.53727,2021-12-01,0.0174,17,14503.0,14595.0,True,452,city,BA
Angical,2901403,862,6184.5315,2021-12-01,0.0232,20,13938.0,13977.0,True,456,city,BA
Anguera,2901502,532,4709.21484,2021-12-01,0.0038,2,11297.0,11221.0,True,485,city,BA
Antas,2901601,1319,6771.39484,2021-12-01,0.0099,13,19479.0,19291.0,True,464,city,BA
Antônio Cardoso,2901700,636,5446.60444,2021-12-01,0.0173,11,11677.0,11683.0,True,470,city,BA
Antônio Gonçalves,2901809,918,7728.57383,2021-12-01,0.0109,10,11878.0,11798.0,True,452,city,BA
Aporá,2901908,676,3800.31482,2021-12-01,0.0281,19,17788.0,17731.0,True,474,city,BA
Apuarema,2901957,777,10640.9203,2021-12-01,0.0142,11,7302.0,7330.0,True,474,city,BA
Araçás,2902054,718,5881.38925,2021-12-01,0.0237,17,12208.0,12177.0,True,481,city,BA
Aracatu,2902005,914,7006.51591,2021-12-01,0.0197,18,13045.0,13135.0,True,497,city,BA
Araci,2902104,3853,7050.57825,2021-12-01,0.0143,55,54648.0,54379.0,True,517,city,BA
Aramari,2902203,694,6055.31804,2021-12-01,0.0202,14,11461.0,11397.0,True,462,city,BA
Arataca,2902252,791,7216.49485,2021-12-01,0.019,15,10961.0,11019.0,True,496,city,BA
Aratuípe,2902302,499,5646.71269,2021-12-01,0.024,12,8837.0,8825.0,True,467,city,BA
Aurelino Leal,2902401,1094,9682.27277,2021-12-01,0.032,35,11299.0,11531.0,True,517,city,BA
Baianópolis,2902500,983,7057.21875,2021-12-01,0.0203,20,13929.0,13877.0,True,469,city,BA
Baixa Grande,2902609,1043,5100.49391,2021-12-01,0.0182,19,20449.0,20468.0,True,446,city,BA
Banzaê,2902658,1195,9025.67976,2021-12-01,0.0075,9,13240.0,13229.0,True,480,city,BA
Barra,2902708,2278,4225.56112,2021-12-01,0.029,66,53910.0,53578.0,True,525,city,BA
Barra da Estiva,2902807,2867,14059.43507,2021-12-01,0.0115,33,20392.0,20598.0,True,457,city,BA
Barra do Choça,2902906,2340,7497.83716,2021-12-01,0.0154,36,31209.0,31603.0,True,519,city,BA
Barra do Mendes,2903003,856,6188.10092,2021-12-01,0.0199,17,13833.0,13865.0,True,473,city,BA
Barra do Rocha,2903102,416,7412.6871,2021-12-01,0.0168,7,5612.0,5714.0,True,524,city,BA
Barreiras,2903201,20234,12889.95063,2021-12-01,0.0164,332,156975.0,155439.0,True,534,city,BA
Barro Alto,2903235,940,6244.18759,2021-12-01,0.0149,14,15054.0,14931.0,True,432,city,BA
Barrocas,2903276,948,5886.37069,2021-12-01,0.0285,27,16105.0,15978.0,True,485,city,BA
Barro Preto,2903300,658,12077.82673,2021-12-01,0.0182,12,5448.0,5591.0,True,506,city,BA
Belmonte,2903409,1260,5376.11469,2021-12-01,0.0206,26,23437.0,23328.0,True,523,city,BA
Belo Campo,2903508,991,5792.27307,2021-12-01,0.0182,18,17109.0,17211.0,True,451,city,BA
Biritinga,2903607,620,3878.87888,2021-12-01,0.0113,7,15984.0,15979.0,True,471,city,BA
Boa Nova,2903706,1039,8427.28526,2021-12-01,0.0212,22,12329.0,12633.0,True,459,city,BA
Boa Vista do Tupim,2903805,291,1570.34159,2021-12-01,0.0378,11,18531.0,18576.0,True,488,city,BA
Bom Jesus da Lapa,2903904,6238,8954.66682,2021-12-01,0.0157,98,69662.0,69148.0,True,511,city,BA
Bom Jesus da Serra,2903953,489,4978.11259,2021-12-01,0.0184,9,9823.0,9880.0,True,470,city,BA
Boninal,2904001,674,4665.65139,2021-12-01,0.0134,9,14446.0,14368.0,True,459,city,BA
Bonito,2904050,1091,6461.73892,2021-12-01,0.0128,14,16884.0,16764.0,True,460,city,BA
Boquira,2904100,895,4163.37163,2021-12-01,0.0235,21,21497.0,21508.0,True,482,city,BA
Botuporã,2904209,459,4531.54309,2021-12-01,0.0109,5,10129.0,10211.0,True,456,city,BA
Brejões,2904308,873,6138.37716,2021-12-01,0.0137,12,14222.0,14295.0,True,455,city,BA
Brejolândia,2904407,158,1488.03918,2021-12-01,0.0696,11,10618.0,10557.0,True,400,city,BA
Brotas de Macaúbas,2904506,329,3247.77887,2021-12-01,0.0243,8,10130.0,10231.0,True,459,city,BA
Brumado,2904605,9772,14512.51207,2021-12-01,0.0204,199,67335.0,67195.0,True,533,city,BA
Buerarema,2904704,1445,7893.5868,2021-12-01,0.0318,46,18306.0,18349.0,True,509,city,BA
Buritirama,2904753,874,4107.91502,2021-12-01,0.0275,24,21276.0,21174.0,True,466,city,BA
Caatiba,2904803,959,14781.1344,2021-12-01,0.0156,15,6488.0,6758.0,True,453,city,BA
Cabaceiras do Paraguaçu,2904852,796,4209.19042,2021-12-01,0.0063,5,18911.0,18807.0,True,480,city,BA
Cachoeira,2904902,1770,5273.03602,2021-12-01,0.0181,32,33567.0,33470.0,True,521,city,BA
Caculé,2905008,2783,11948.82143,2021-12-01,0.0075,21,23291.0,23170.0,True,466,city,BA
Caém,2905107,519,5729.74166,2021-12-01,0.0135,7,9058.0,9213.0,True,477,city,BA
Caetanos,2905156,785,5373.7678,2021-12-01,0.014,11,14608.0,14542.0,True,499,city,BA
Caetité,2905206,4065,7957.94914,2021-12-01,0.0106,43,51081.0,50975.0,True,476,city,BA
Cafarnaum,2905305,999,5396.20807,2021-12-01,0.024,24,18513.0,18437.0,True,438,city,BA
Cairu,2905404,1585,8601.50866,2021-12-01,0.0107,17,18427.0,18176.0,True,483,city,BA
Caldeirão Grande,2905503,576,4301.39646,2021-12-01,0.0104,6,13391.0,13327.0,True,500,city,BA
Camacan,2905602,3075,9607.57358,2021-12-01,0.0286,88,32006.0,31988.0,True,515,city,BA
Camaçari,2905701,25474,8371.28905,2021-12-01,0.0248,631,304302.0,299132.0,True,536,city,BA
Camamu,2905800,2510,7094.0026,2021-12-01,0.0231,58,35382.0,35316.0,True,499,city,BA
Campo Alegre de Lourdes,2905909,1093,3792.5052,2021-12-01,0.0339,37,28820.0,28798.0,True,502,city,BA
Campo Formoso,2906006,5378,7523.04615,2021-12-01,0.0141,76,71487.0,71206.0,True,519,city,BA
Canápolis,2906105,486,5008.76018,2021-12-01,0.0206,10,9703.0,9711.0,True,379,city,BA
Canarana,2906204,1522,5781.57645,2021-12-01,0.0256,39,26325.0,26176.0,True,531,city,BA
Canavieiras,2906303,1566,5066.97729,2021-12-01,0.0473,74,30906.0,31099.0,True,512,city,BA
Candeal,2906402,661,8079.69686,2021-12-01,0.0045,3,8181.0,8258.0,True,462,city,BA
Candeias,2906501,8372,9572.59485,2021-12-01,0.0233,195,87458.0,87076.0,True,525,city,BA
Candiba,2906600,792,5512.24944,2021-12-01,0.0202,16,14368.0,14319.0,True,465,city,BA
Cândido Sales,2906709,2073,8274.45815,2021-12-01,0.0256,53,25053.0,25189.0,True,472,city,BA
Cansanção,2906808,1001,2869.6749,2021-12-01,0.039,39,34882.0,34834.0,True,515,city,BA
Canudos,2906824,850,5073.71814,2021-12-01,0.02,17,16753.0,16668.0,True,466,city,BA
Capela do Alto Alegre,2906857,979,8428.0303,2021-12-01,0.0184,18,11616.0,11637.0,True,485,city,BA
Capim Grosso,2906873,3939,12763.26874,2021-12-01,0.0091,36,30862.0,30662.0,True,514,city,BA
Caraíbas,2906899,365,4147.25599,2021-12-01,0.0164,6,8801.0,8951.0,True,469,city,BA
Caravelas,2906907,1528,6916.21781,2021-12-01,0.0105,16,22093.0,22016.0,True,461,city,BA
Cardeal da Silva,2907004,401,4290.60561,2021-12-01,0.015,6,9346.0,9295.0,True,477,city,BA
Carinhanha,2907103,1416,4871.00103,2021-12-01,0.0233,33,29070.0,29018.0,True,459,city,BA
Casa Nova,2907202,2959,4078.84761,2021-12-01,0.0243,72,72545.0,71969.0,True,466,city,BA
Castro Alves,2907301,2252,8556.88122,2021-12-01,0.0182,41,26318.0,26264.0,True,507,city,BA
Catolândia,2907400,238,6612.94804,2021-12-01,0.0042,1,3599.0,3577.0,True,452,city,BA
Catu,2907509,6680,12152.08295,2021-12-01,0.0151,101,54970.0,54704.0,True,525,city,BA
Caturama,2907558,274,2941.17647,2021-12-01,0.0255,7,9316.0,9329.0,True,426,city,BA
Central,2907608,501,2899.30556,2021-12-01,0.0359,18,17280.0,17266.0,True,465,city,BA
Chorrochó,2907707,349,3116.07143,2021-12-01,0.0372,13,11200.0,11177.0,True,459,city,BA
Cícero Dantas,2907806,2411,7401.15422,2021-12-01,0.0195,47,32576.0,32515.0,True,467,city,BA
Cipó,2907905,1085,6252.88151,2021-12-01,0.0138,15,17352.0,17300.0,True,471,city,BA
Coaraci,2908002,1918,11589.82416,2021-12-01,0.025,48,16549.0,16993.0,True,525,city,BA
Cocos,2908101,1018,5412.87818,2021-12-01,0.0177,18,18807.0,18777.0,True,476,city,BA
Conceição da Feira,2908200,1796,7890.34356,2021-12-01,0.0184,33,22762.0,22581.0,True,481,city,BA
Conceição do Almeida,2908309,2678,15601.51471,2021-12-01,0.0105,28,17165.0,17247.0,True,480,city,BA
Conceição do Coité,2908408,8435,12587.10996,2021-12-01,0.0055,46,67013.0,66612.0,True,517,city,BA
Conceição do Jacuípe,2908507,3485,10434.75657,2021-12-01,0.0112,39,33398.0,33153.0,True,534,city,BA
Conde,2908606,1105,4244.28654,2021-12-01,0.0154,17,26035.0,25837.0,True,532,city,BA
Condeúba,2908705,1420,8266.38724,2021-12-01,0.0218,31,17178.0,17247.0,True,476,city,BA
Contendas do Sincorá,2908804,296,7317.67614,2021-12-01,0.0203,6,4045.0,4066.0,True,423,city,BA
Coração de Maria,2908903,1893,8415.20338,2021-12-01,0.0116,22,22495.0,22605.0,True,507,city,BA
Cordeiros,2909000,741,8574.40407,2021-12-01,0.0081,6,8642.0,8614.0,True,455,city,BA
Coribe,2909109,1185,8375.15019,2021-12-01,0.0143,17,14149.0,14194.0,True,439,city,BA
Coronel João Sá,2909208,1390,8843.92696,2021-12-01,0.0129,18,15717.0,15895.0,True,468,city,BA
Correntina,2909307,3426,10642.72623,2021-12-01,0.0143,49,32191.0,32137.0,True,462,city,BA
Cotegipe,2909406,806,5853.72939,2021-12-01,0.0285,23,13769.0,13782.0,True,435,city,BA
Cravolândia,2909505,468,8746.02878,2021-12-01,0.0043,2,5351.0,5349.0,True,504,city,BA
Crisópolis,2909604,445,2102.72646,2021-12-01,0.036,16,21163.0,21103.0,True,469,city,BA
Cristópolis,2909703,948,6797.16068,2021-12-01,0.0105,10,13947.0,13910.0,True,480,city,BA
Cruz das Almas,2909802,5518,8677.32855,2021-12-01,0.0125,69,63591.0,63239.0,True,501,city,BA
Curaçá,2909901,1443,4136.32976,2021-12-01,0.0222,32,34886.0,34700.0,True,509,city,BA
Dário Meira,2910008,964,9159.14489,2021-12-01,0.0207,20,10525.0,10710.0,True,497,city,BA
Dias d'Ávila,2910057,5913,7173.18517,2021-12-01,0.0272,161,82432.0,81089.0,True,526,city,BA
Dom Basílio,2910107,1079,8815.35948,2021-12-01,0.0148,16,12240.0,12199.0,True,485,city,BA
Dom Macedo Costa,2910206,392,9643.29643,2021-12-01,0.0179,7,4065.0,4058.0,True,456,city,BA
Elísio Medrado,2910305,593,7297.56338,2021-12-01,0.0152,9,8126.0,8122.0,True,439,city,BA
Encruzilhada,2910404,720,4377.96425,2021-12-01,0.0278,20,16446.0,17006.0,True,483,city,BA
Entre Rios,2910503,1856,4429.48856,2021-12-01,0.0253,47,41901.0,41780.0,True,483,city,BA
Érico Cardoso,2900504,332,3143.93939,2021-12-01,0.0151,5,10560.0,10610.0,True,455,city,BA
Esplanada,2910602,2150,5721.43275,2021-12-01,0.0163,35,37578.0,37237.0,True,472,city,BA
Euclides da Cunha,2910701,3639,5979.49325,2021-12-01,0.017,62,60858.0,60585.0,True,517,city,BA
Eunápolis,2910727,13160,11503.89874,2021-12-01,0.0176,232,114396.0,113380.0,True,510,city,BA
Fátima,2910750,1225,6864.66797,2021-12-01,0.0114,14,17845.0,17890.0,True,468,city,BA
Feira da Mata,2910776,345,6094.32962,2021-12-01,0.0174,6,5661.0,5665.0,True,438,city,BA
Feira de Santana,2910800,59439,9592.98525,2021-12-01,0.0181,1074,619609.0,614872.0,True,548,city,BA
Filadélfia,2910859,1065,6515.75405,2021-12-01,0.0282,30,16345.0,16377.0,True,464,city,BA
Firmino Alves,2910909,465,8260.79233,2021-12-01,0.0237,11,5629.0,5617.0,True,461,city,BA
Floresta Azul,2911006,850,8037.82506,2021-12-01,0.0224,19,10575.0,10629.0,True,511,city,BA
Formosa do Rio Preto,2911105,1529,5913.29234,2021-12-01,0.0209,32,25857.0,25591.0,True,460,city,BA
Gandu,2911204,3062,9393.79065,2021-12-01,0.0189,58,32596.0,32403.0,True,521,city,BA
Gavião,2911253,427,9617.11712,2021-12-01,0.0047,2,4440.0,4463.0,True,402,city,BA
Gentio do Ouro,2911303,609,5409.00613,2021-12-01,0.0197,12,11259.0,11233.0,True,455,city,BA
Glória,2911402,1212,7955.88814,2021-12-01,0.0215,26,15234.0,15221.0,True,471,city,BA
Gongogi,2911501,768,10994.98926,2021-12-01,0.0234,18,6985.0,7128.0,True,517,city,BA
Governador Mangabeira,2911600,1229,5919.46826,2021-12-01,0.0146,18,20762.0,20722.0,True,493,city,BA
Guajeru,2911659,371,5582.30515,2021-12-01,0.0135,5,6646.0,6937.0,True,456,city,BA
Guanambi,2911709,11260,13258.28937,2021-12-01,0.0119,134,84928.0,84481.0,True,507,city,BA
Guaratinga,2911808,1551,7492.75362,2021-12-01,0.0284,44,20700.0,20843.0,True,495,city,BA
Heliópolis,2911857,1033,7954.10795,2021-12-01,0.0126,13,12987.0,13031.0,True,438,city,BA
Iaçu,2911907,1965,8146.42842,2021-12-01,0.0214,42,24121.0,24305.0,True,480,city,BA
